state,district,period_id,year,quarter,transactions,value_inr,registered_users,registered_merchants
nagaland,,8072,2018,1,52459,93045812.18725257,16047,
nagaland,,8073,2018,2,82859,188284254.35889083,23866,
nagaland,,8074,2018,3,117956,289452939.43801266,33223,1
nagaland,,8075,2018,4,173326,459578755.86046314,44601,15
nagaland,,8076,2019,1,214053,552573719.187345,55915,32
nagaland,,8077,2019,2,269720,724857602.930112,68483,75
nagaland,,8078,2019,3,318274,885863908.279764,82418,151
nagaland,,8079,2019,4,387002,1129891007.1426184,95667,201
nagaland,,8080,2020,1,457785,1216640719.3733199,110228,237
nagaland,,8081,2020,2,613591,1494171970.2284145,132841,283
nagaland,,8082,2020,3,767214,2071980086.1068025,175583,304
nagaland,,8083,2020,4,851689,2766834171.7933636,194444,348
nagaland,,8084,2021,1,877753,2906783684.0056076,208308,390
nagaland,,8085,2021,2,1107351,3195473116.112031,222211,434
nagaland,,8086,2021,3,1316726,4091491954.330838,236840,553
nagaland,,8087,2021,4,1369793,4397011067.663409,251384,924
nagaland,,8088,2022,1,1709875,5276073879.483517,266042,1826
nagaland,,8089,2022,2,1974012,5909718802.434075,281398,3123
nagaland,,8090,2022,3,2397145,6778968160.648544,297083,3410
nagaland,,8091,2022,4,2580507,7441611698.7912445,311555,4561
nagaland,,8092,2023,1,2834148,8050868360.056755,325241,4886
nagaland,,8093,2023,2,3091461,8263465628.271147,339039,4988
nagaland,,8094,2023,3,3581630,8858677977.630177,353878,5053
nagaland,,8095,2023,4,3953388,9905355331.48168,370492,5764
nagaland,,8096,2024,1,4412466,10241734675.10108,391270,7149
nagaland,,8097,2024,2,5897170,11252050159.141838,423165,8484
nagaland,,8098,2024,3,7127882,12302746336.824575,456203,9915
nagaland,,8099,2024,4,7952281,13952768833.676888,475258,11424
nagaland,,8100,2025,1,8417655,13854930060.290958,493342,12681
nagaland,,8101,2025,2,9457413,14024796338.65173,512198,13867
nagaland,,8102,2025,3,11180872,15195878604.305132,533473,15356
nagaland,,8103,2025,4,11172635,16432361934.488552,555336,16637
nagaland,,8104,2026,1,11029965,16014395834.15149,575983,17757
nagaland,,8105,2026,2,12358326,16371304304.889984,602471,19236
odisha,,8072,2018,1,7048986,5532172856.319677,1573698,12
odisha,,8073,2018,2,9547287,9915788853.374897,2160851,7
odisha,,8074,2018,3,33773146,26439174825.05436,2740899,41
odisha,,8075,2018,4,23730246,26644806732.25345,3565892,448
odisha,,8076,2019,1,37193760,38343233060.509186,4265066,56750
odisha,,8077,2019,2,30088286,44732976144.56491,4786497,149542
odisha,,8078,2019,3,40800846,56988076003.73456,5361369,205674
odisha,,8079,2019,4,65679564,80400377264.45883,6075390,251989
odisha,,8080,2020,1,54421577,92843181623.98956,6631513,289381
odisha,,8081,2020,2,50392152,90886955389.31903,7239140,304562
odisha,,8082,2020,3,69038595,127503888471.30423,7888711,355640
odisha,,8083,2020,4,94873191,182755800341.008,8592754,464756
odisha,,8084,2021,1,115094652,220742131430.68103,9201367,548595
odisha,,8085,2021,2,138225698,259055016593.60217,9843480,597443
odisha,,8086,2021,3,183365656,315250260342.66077,10591026,672683
odisha,,8087,2021,4,212268637,349960811331.7029,11358268,756259
odisha,,8088,2022,1,268911728,461602495894.72363,12011836,839004
odisha,,8089,2022,2,322378227,525877207233.302,12652044,897828
odisha,,8090,2022,3,380594298,559830322281.8159,13324247,959371
odisha,,8091,2022,4,425780932,632323496876.2422,13990026,1013277
odisha,,8092,2023,1,480048713,753356890534.1677,14605734,1002402
odisha,,8093,2023,2,540567279,798613320310.5529,15180768,1021368
odisha,,8094,2023,3,620854881,840399944380.947,15773057,1051651
odisha,,8095,2023,4,730012056,981621827380.3324,16349232,1079039
odisha,,8096,2024,1,862406808,1157247753533.8687,17002272,1106573
odisha,,8097,2024,2,941735991,1163541947521.4395,17662149,1142368
odisha,,8098,2024,3,1022988856,1175753144610.859,18360257,1175562
odisha,,8099,2024,4,1141695660,1304112411134.0796,19085969,1212893
odisha,,8100,2025,1,1174428178,1414655279863.243,19731478,1247790
odisha,,8101,2025,2,1253470101,1383287521722.9543,20349791,1280523
odisha,,8102,2025,3,1314272318,1387578878544.61,20979927,1316523
odisha,,8103,2025,4,1405458809,1488758944141.9893,21533027,1362649
odisha,,8104,2026,1,1487851895,1697499511605.2278,22049893,1397254
odisha,,8105,2026,2,1523130010,1666312139398.4292,22586814,1434708
puducherry,,8072,2018,1,106212,167573456.07454073,47701,
puducherry,,8073,2018,2,128321,287317471.5783924,63878,
puducherry,,8074,2018,3,186869,415949662.45048106,79099,2
puducherry,,8075,2018,4,317336,629583184.6702774,106491,193
puducherry,,8076,2019,1,497729,890540067.5128368,129946,4824
puducherry,,8077,2019,2,579081,1156468427.4018884,152917,9678
puducherry,,8078,2019,3,765031,1462124362.8365593,173965,11936
puducherry,,8079,2019,4,1092326,1963177051.3888311,199364,13809
puducherry,,8080,2020,1,1319437,2300219163.043279,225275,15161
puducherry,,8081,2020,2,1040762,1827425177.4942698,249567,15759
puducherry,,8082,2020,3,1545591,2884349251.874382,278348,17736
puducherry,,8083,2020,4,2534435,4357050361.95191,312159,21019
puducherry,,8084,2021,1,3128221,5316493350.2404785,338921,24614
puducherry,,8085,2021,2,3236303,5392106422.861448,362487,25656
puducherry,,8086,2021,3,4590304,7468860247.675983,386770,28079
puducherry,,8087,2021,4,4932923,7719396424.895111,411329,30615
puducherry,,8088,2022,1,6354587,9877119182.394363,433835,33226
puducherry,,8089,2022,2,7489973,11295663383.730684,453527,35254
puducherry,,8090,2022,3,8848397,12834141844.970497,473286,36822
puducherry,,8091,2022,4,9748055,13613642032.366386,493378,38131
puducherry,,8092,2023,1,10217489,14216402974.75116,511080,38372
puducherry,,8093,2023,2,11193638,15361823627.269354,527197,38895
puducherry,,8094,2023,3,12464709,16421645570.85983,544090,39645
puducherry,,8095,2023,4,13074652,17039512522.583828,561059,40430
puducherry,,8096,2024,1,13519970,17400403122.85509,578039,41484
puducherry,,8097,2024,2,14610867,18221014500.6219,594818,42724
puducherry,,8098,2024,3,15821171,19306627903.40757,612094,44051
puducherry,,8099,2024,4,16376815,19752651111.941074,629389,45073
puducherry,,8100,2025,1,17612711,21168624734.74836,645855,46196
puducherry,,8101,2025,2,17496015,20741481980.74739,661400,47524
puducherry,,8102,2025,3,18401595,21280880580.336613,677573,48779
puducherry,,8103,2025,4,18857093,21817658916.471947,693418,49890
puducherry,,8104,2026,1,19790951,23200917884.88138,707787,50591
puducherry,,8105,2026,2,20671909,23907680131.681885,723563,51299
punjab,,8072,2018,1,2152570,3144283659.55326,902434,12
punjab,,8073,2018,2,2932771,5247370432.120748,1225027,12
punjab,,8074,2018,3,3874407,7787076149.215161,1542608,17
punjab,,8075,2018,4,5490558,11861935853.584469,1950642,113
punjab,,8076,2019,1,7829874,14541052478.294441,2322582,19290
punjab,,8077,2019,2,8907341,18919188553.255802,2699641,62954
punjab,,8078,2019,3,11034661,23019351919.045273,3084133,91197
punjab,,8079,2019,4,13980727,29882043953.982292,3442072,116388
punjab,,8080,2020,1,15697948,31954421122.46702,3875890,140707
punjab,,8081,2020,2,14203459,29836650185.539894,4373346,149795
punjab,,8082,2020,3,17887958,41042955723.14191,4858229,181331
punjab,,8083,2020,4,23593701,54527944550.72394,5310103,228303
punjab,,8084,2021,1,27470162,59753193346.677505,5679863,284376
punjab,,8085,2021,2,32681997,70282984186.27884,6043827,338480
punjab,,8086,2021,3,41656204,84329568328.41077,6430939,402314
punjab,,8087,2021,4,44390425,94107319933.46066,6814717,466703
punjab,,8088,2022,1,55588571,113838148481.78015,7199914,542139
punjab,,8089,2022,2,69470142,131238733411.7305,7570961,604578
punjab,,8090,2022,3,85348374,152008684618.77896,7964871,654993
punjab,,8091,2022,4,94706019,172026389446.46945,8329482,703167
punjab,,8092,2023,1,98153837,175864657816.9519,8680448,681611
punjab,,8093,2023,2,119012408,194504179995.89307,9022142,700473
punjab,,8094,2023,3,132850814,205330761365.49872,9396198,723574
punjab,,8095,2023,4,143440826,231847076209.30914,9790268,746968
punjab,,8096,2024,1,143173269,224139049661.6971,10263130,770732
punjab,,8097,2024,2,172858419,244763570598.0551,10766796,798969
punjab,,8098,2024,3,188314209,257089702260.87024,11264065,827225
punjab,,8099,2024,4,200012060,289869668332.55743,11622811,854323
punjab,,8100,2025,1,214700898,303581644145.82666,11997032,877203
punjab,,8101,2025,2,219581044,296629559177.728,12360971,895586
punjab,,8102,2025,3,238293965,304307748393.4016,12758339,912817
punjab,,8103,2025,4,250577223,346479689165.021,13172691,931000
punjab,,8104,2026,1,256961583,349778644051.6034,13581016,943590
punjab,,8105,2026,2,282364073,369629734686.83813,14095349,958812
rajasthan,,8072,2018,1,9272437,10593171156.518475,3184469,33
rajasthan,,8073,2018,2,11883013,18090200568.257637,4262966,139
rajasthan,,8074,2018,3,16464948,27314548840.20022,5199376,8587
rajasthan,,8075,2018,4,24362909,42987736624.69517,6407477,45801
rajasthan,,8076,2019,1,48143566,65499410518.32512,7779148,198786
rajasthan,,8077,2019,2,50086588,86638751323.82938,8846756,329767
rajasthan,,8078,2019,3,65929301,108541401685.51715,9930100,452793
rajasthan,,8079,2019,4,83291120,153381418752.1703,11033683,542233
rajasthan,,8080,2020,1,99812994,183459625889.9085,12268753,628462
rajasthan,,8081,2020,2,98305260,184398456319.7787,13697342,671680
rajasthan,,8082,2020,3,143008603,280234259657.3222,15099115,808116
rajasthan,,8083,2020,4,184672061,370817106324.81665,16423105,981664
rajasthan,,8084,2021,1,240954777,468471366342.2837,17806048,1160473
rajasthan,,8085,2021,2,274437184,536307861093.09106,19130821,1273446
rajasthan,,8086,2021,3,384071639,686772090114.5065,20647987,1461773
rajasthan,,8087,2021,4,410190115,765489774059.7771,22032956,1643349
rajasthan,,8088,2022,1,535528877,971889889959.4716,23412998,1863349
rajasthan,,8089,2022,2,620679225,1085864980526.7068,24647652,2003276
rajasthan,,8090,2022,3,737030782,1197697051891.4873,25962683,2112900
rajasthan,,8091,2022,4,820996227,1381577028127.7593,27182742,2221707
rajasthan,,8092,2023,1,919098766,1551787489613.533,28357153,2212283
rajasthan,,8093,2023,2,1073092744,1694556785190.1575,29493668,2257614
rajasthan,,8094,2023,3,1237044429,1798770149235.0293,30792255,2324919
rajasthan,,8095,2023,4,1350966019,2070058351728.4211,32021284,2406772
rajasthan,,8096,2024,1,1600558212,2352706512651.676,33414280,2513905
rajasthan,,8097,2024,2,1818703650,2493535347251.073,34754315,2630384
rajasthan,,8098,2024,3,1932844563,2470834793957.131,35974844,2738128
rajasthan,,8099,2024,4,2040641000,2791321648381.9277,37075516,2840940
rajasthan,,8100,2025,1,2035097242,2747039392692.4717,38208545,2927213
rajasthan,,8101,2025,2,2180404184,2831640614175.032,39315591,3005610
rajasthan,,8102,2025,3,2323608156,2778203819923.9854,40494453,3082538
rajasthan,,8103,2025,4,2359791146,3062398766099.9033,41560104,3178588
rajasthan,,8104,2026,1,2435127309,3091642766729.338,42603158,3240632
rajasthan,,8105,2026,2,2553428529,3189512812270.483,43692290,3314270
sikkim,,8072,2018,1,52422,76553394.47007194,23332,
sikkim,,8073,2018,2,87348,165371421.67374858,32306,
sikkim,,8074,2018,3,124034,264307338.56030768,41742,
sikkim,,8075,2018,4,181845,431701308.0315608,53799,1
sikkim,,8076,2019,1,233031,479741568.5013781,64728,15
sikkim,,8077,2019,2,298432,708397197.301439,76521,57
sikkim,,8078,2019,3,333701,791314969.2661016,88720,111
sikkim,,8079,2019,4,409087,1004355162.7638068,100028,153
sikkim,,8080,2020,1,459577,1060247749.2178302,112394,197
sikkim,,8081,2020,2,547369,1206404024.7125049,127647,221
sikkim,,8082,2020,3,639577,1543361489.5177724,143462,242
sikkim,,8083,2020,4,778335,2085958059.255025,157981,291
sikkim,,8084,2021,1,879693,2440814120.1876507,169708,399
sikkim,,8085,2021,2,1064819,2607900949.033514,181725,455
sikkim,,8086,2021,3,1295143,3285177951.9864945,193942,792
sikkim,,8087,2021,4,1498091,3929709746.243639,206238,952
sikkim,,8088,2022,1,1834534,4527630666.266523,217994,1219
sikkim,,8089,2022,2,2512240,5966964957.632882,229640,1350
sikkim,,8090,2022,3,2904465,6064289653.488258,241620,1493
sikkim,,8091,2022,4,3192928,6611574174.825417,252358,1585
sikkim,,8092,2023,1,3401499,6708361128.239864,262655,1831
sikkim,,8093,2023,2,4437602,8547336154.627519,272768,2524
sikkim,,8094,2023,3,4740161,8003122189.827261,282679,3235
sikkim,,8095,2023,4,4842501,8557427285.088291,292795,3496
sikkim,,8096,2024,1,5735877,9346992815.650896,304915,4068
sikkim,,8097,2024,2,7126004,11164052278.025002,319071,4805
sikkim,,8098,2024,3,7837835,10648114552.763342,333732,6355
sikkim,,8099,2024,4,9021976,12713819912.906326,345323,7123
sikkim,,8100,2025,1,9852470,12680467274.809103,357215,7607
sikkim,,8101,2025,2,11156835,14199545657.211315,368764,8059
sikkim,,8102,2025,3,11881826,13872661117.52092,379914,8403
sikkim,,8103,2025,4,12122190,14542438211.103767,391051,8877
sikkim,,8104,2026,1,13287804,15967341009.509085,402651,9257
sikkim,,8105,2026,2,14956244,18254633450.45656,407103,9576
tamil nadu,,8072,2018,1,4923891,8755842361.469446,2155558,48
tamil nadu,,8073,2018,2,7129251,15152943528.927313,3061794,58
tamil nadu,,8074,2018,3,10812101,22361948450.27646,3937412,211
tamil nadu,,8075,2018,4,17123273,33652624050.336956,5262463,12417
tamil nadu,,8076,2019,1,25178515,46065559235.41664,6377974,89054
tamil nadu,,8077,2019,2,30904172,60589725794.408585,7498284,230529
tamil nadu,,8078,2019,3,40615165,75113047933.86618,8534286,318903
tamil nadu,,8079,2019,4,54273375,95902389590.0488,9717126,406910
tamil nadu,,8080,2020,1,65118379,110698166875.72932,10970688,484793
tamil nadu,,8081,2020,2,50385378,87932439310.76688,12255108,516057
tamil nadu,,8082,2020,3,70529798,138538123385.73276,13765652,620844
tamil nadu,,8083,2020,4,112119794,204191947116.8283,15495864,769374
tamil nadu,,8084,2021,1,135702280,245293582891.245,16872782,912668
tamil nadu,,8085,2021,2,142941858,255693504471.958,18151670,975536
tamil nadu,,8086,2021,3,200552172,356208315248.4176,19501393,1089153
tamil nadu,,8087,2021,4,218792102,374419414326.7141,20870525,1209788
tamil nadu,,8088,2022,1,278047655,483121547982.56067,22131653,1356884
tamil nadu,,8089,2022,2,338126426,560768519721.7483,23307037,1467182
tamil nadu,,8090,2022,3,403676932,647127117674.8535,24513100,1553055
tamil nadu,,8091,2022,4,435288054,674950927795.2251,25708338,1632127
tamil nadu,,8092,2023,1,468044832,720402614621.3375,26767037,1653481
tamil nadu,,8093,2023,2,504160429,781360465422.6838,27769575,1683247
tamil nadu,,8094,2023,3,558715546,835710063991.9968,28891897,1731234
tamil nadu,,8095,2023,4,597821132,878172648141.2632,30002865,1783632
tamil nadu,,8096,2024,1,643084591,917459762316.2546,31080814,1856637
tamil nadu,,8097,2024,2,707377354,987216265047.3883,32173286,1925501
tamil nadu,,8098,2024,3,781508176,1053834607664.4268,33289377,1991578
tamil nadu,,8099,2024,4,822940769,1091410271995.0776,34331442,2054574
tamil nadu,,8100,2025,1,875704481,1133708906375.8745,35340007,2114180
tamil nadu,,8101,2025,2,880043623,1133253062425.902,36318119,2173347
tamil nadu,,8102,2025,3,954438805,1187233386639.0696,37334630,2227787
tamil nadu,,8103,2025,4,982036878,1229082839335.558,38313127,2282219
tamil nadu,,8104,2026,1,1015223360,1291277296711.4182,39201469,2318838
tamil nadu,,8105,2026,2,1049292967,1316704395266.6187,40264046,2358819
telangana,,8072,2018,1,9340974,14059023660.623735,3449556,36
telangana,,8073,2018,2,11544276,24401325668.781406,4414688,395
telangana,,8074,2018,3,19955785,33180363175.151356,5290796,31579
telangana,,8075,2018,4,30393583,51158381363.15648,6687832,116006
telangana,,8076,2019,1,64813405,93511348877.08844,8100506,280921
telangana,,8077,2019,2,81454985,137682802492.51328,9164840,388096
telangana,,8078,2019,3,114112049,178114733596.80167,10225604,490375
telangana,,8079,2019,4,152510054,249883165634.61353,11330987,571643
telangana,,8080,2020,1,177329550,318131593325.3983,12385312,640815
telangana,,8081,2020,2,138326729,285827211219.7179,13431777,673726
telangana,,8082,2020,3,207472326,428781682179.9675,14605692,802189
telangana,,8083,2020,4,321839483,640618169487.1467,15891633,986977
telangana,,8084,2021,1,392460349,745675476381.9314,17082180,1156920
telangana,,8085,2021,2,461066776,943090363047.5881,18184140,1230127
telangana,,8086,2021,3,592741458,1102647432922.4187,19355996,1326576
telangana,,8087,2021,4,642408303,1206831019294.7505,20513162,1434453
telangana,,8088,2022,1,820292794,1529608338617.9746,21608530,1545651
telangana,,8089,2022,2,993209224,1792476811489.9426,22613597,1632694
telangana,,8090,2022,3,1161232661,2003594734268.4893,23635593,1698591
telangana,,8091,2022,4,1298732509,2182810144779.9902,24652313,1755424
telangana,,8092,2023,1,1424621673,2371715741378.491,25533334,1767962
telangana,,8093,2023,2,1644044462,2696606763836.345,26347321,1798270
telangana,,8094,2023,3,1861859423,2865813600979.7666,27152426,1844528
telangana,,8095,2023,4,2006013823,3121625949371.093,27926155,1893687
telangana,,8096,2024,1,2170233621,3207009337042.48,28813177,1974451
telangana,,8097,2024,2,2403883290,3461907722592.297,29668981,2034941
telangana,,8098,2024,3,2607828990,3549548031458.4165,30496407,2090746
telangana,,8099,2024,4,2824258573,3859512144223.8027,31420121,2147214
telangana,,8100,2025,1,2957671238,4011827575951.1895,32290034,2196581
telangana,,8101,2025,2,3044459287,4177136892219.811,33161493,2246001
telangana,,8102,2025,3,3228865085,4188712492031.4736,34013239,2298730
telangana,,8103,2025,4,3485116309,4541925564459.137,34807525,2374216
telangana,,8104,2026,1,3571187698,4713863651916.881,35513627,2425675
telangana,,8105,2026,2,3878232440,5128045744092.112,36479877,2481953
tripura,,8072,2018,1,184069,166034070.60133272,55908,
tripura,,8073,2018,2,262983,281717097.5101464,84393,
tripura,,8074,2018,3,446745,527779192.51871157,116340,
tripura,,8075,2018,4,538364,726298399.8778081,155407,6
tripura,,8076,2019,1,722617,930951274.7847986,187484,389
tripura,,8077,2019,2,787181,1193045264.9864974,222378,882
tripura,,8078,2019,3,880275,1426665779.1088414,254600,1187
tripura,,8079,2019,4,1017662,1684739442.0514455,283407,1413
tripura,,8080,2020,1,1129990,2057977801.9370825,314602,1614
tripura,,8081,2020,2,1253367,2215013181.2374315,351939,1741
tripura,,8082,2020,3,1676998,3165287940.7535105,395067,1801
tripura,,8083,2020,4,1967767,3877627429.5468283,431153,1980
tripura,,8084,2021,1,2012544,4367162381.678455,458876,2294
tripura,,8085,2021,2,2428946,4660359423.354675,485926,4022
tripura,,8086,2021,3,2876416,5802800784.247176,514890,6525
tripura,,8087,2021,4,2997566,6336990350.00956,544397,9671
tripura,,8088,2022,1,3841505,8167021603.850515,573074,12351
tripura,,8089,2022,2,4598026,8963681349.511333,603260,15494
tripura,,8090,2022,3,5814252,11009012067.584843,636726,20339
tripura,,8091,2022,4,6360774,11623038234.726625,668667,23805
tripura,,8092,2023,1,7564973,13869349810.241547,699295,26411
tripura,,8093,2023,2,8518239,14533054884.912336,731619,28521
tripura,,8094,2023,3,9631541,15862091659.466682,768145,32375
tripura,,8095,2023,4,10707618,17538263497.053307,809084,35430
tripura,,8096,2024,1,11581499,18535441026.607567,858086,37140
tripura,,8097,2024,2,13492767,18847582110.315292,910150,38797
tripura,,8098,2024,3,14575406,20044092205.04162,958718,40877
tripura,,8099,2024,4,16034582,22499864071.518784,995320,43371
tripura,,8100,2025,1,18622077,25016887005.832375,1032353,45840
tripura,,8101,2025,2,18753226,23151519446.559258,1069043,47515
tripura,,8102,2025,3,20791893,25461605416.507072,1109299,49397
tripura,,8103,2025,4,20913736,25744145782.637417,1151875,51531
tripura,,8104,2026,1,22097250,27676418661.486366,1191907,52868
tripura,,8105,2026,2,22862994,26743110330.736546,1242083,55157
uttar pradesh,,8072,2018,1,14786466,15841767520.712673,4921602,24
uttar pradesh,,8073,2018,2,20337966,28765798204.423042,6777728,342
uttar pradesh,,8074,2018,3,29327534,40693763120.758385,8443146,5805
uttar pradesh,,8075,2018,4,40312896,60754036465.70648,10830097,44207
uttar pradesh,,8076,2019,1,64046373,84430169656.88228,13103108,234825
uttar pradesh,,8077,2019,2,67580108,110293020020.75023,15042257,480618
uttar pradesh,,8078,2019,3,76672707,123828842522.57431,16953678,671645
uttar pradesh,,8079,2019,4,97385189,162877433939.99805,18919521,828695
uttar pradesh,,8080,2020,1,108112889,190863464183.66577,21194763,979673
uttar pradesh,,8081,2020,2,110306561,195404454299.56982,23606047,1043964
uttar pradesh,,8082,2020,3,141565257,273741446015.2779,26045233,1242714
uttar pradesh,,8083,2020,4,191598396,380442192615.8421,28545839,1586664
uttar pradesh,,8084,2021,1,227417493,433880828404.01526,30976739,2059413
uttar pradesh,,8085,2021,2,273728175,536955159535.7084,33211904,2328409
uttar pradesh,,8086,2021,3,350675338,627645749576.7488,35903262,2857565
uttar pradesh,,8087,2021,4,400725104,752059552950.346,38739893,3413744
uttar pradesh,,8088,2022,1,521369445,955324276610.6467,41701425,4069314
uttar pradesh,,8089,2022,2,655438792,1150071386489.6924,44364283,4486248
uttar pradesh,,8090,2022,3,775761504,1224796014974.3357,47337748,4865043
uttar pradesh,,8091,2022,4,890097755,1446927383901.7651,50213564,5262234
uttar pradesh,,8092,2023,1,1011060339,1635880038405.158,53046420,5259389
uttar pradesh,,8093,2023,2,1220844008,1835097474392.2053,55590099,5399393
uttar pradesh,,8094,2023,3,1361433436,1863230615478.421,58422771,5617414
uttar pradesh,,8095,2023,4,1577265501,2264890592908.507,61516010,5820508
uttar pradesh,,8096,2024,1,1794266530,2483961606826.365,64960422,6019346
uttar pradesh,,8097,2024,2,2144136082,2705836943014.7227,68189228,6248571
uttar pradesh,,8098,2024,3,2285132385,2715325163720.8394,71327157,6485244
uttar pradesh,,8099,2024,4,2542936824,3210878904579.125,74136023,6724830
uttar pradesh,,8100,2025,1,2618333992,3288600991414.496,77043398,6931337
uttar pradesh,,8101,2025,2,2874104324,3364968247717.4697,79721010,7118781
uttar pradesh,,8102,2025,3,2995994617,3220415579009.7754,82795120,7328300
uttar pradesh,,8103,2025,4,3206270064,3696522346306.7783,85800260,7586405
uttar pradesh,,8104,2026,1,3294478040,3761378430097.705,88629936,7724417
uttar pradesh,,8105,2026,2,3665306240,3938705461574.024,90563992,7866204
uttarakhand,,8072,2018,1,1451113,1711189177.2167993,499946,
uttarakhand,,8073,2018,2,1963467,3023055876.683943,673206,
uttarakhand,,8074,2018,3,2523526,4119317467.9760265,835826,10
uttarakhand,,8075,2018,4,3625698,6268906600.516947,1050477,102
uttarakhand,,8076,2019,1,6519708,8342691139.590234,1272751,7020
uttarakhand,,8077,2019,2,6345096,10996460352.932467,1468181,19747
uttarakhand,,8078,2019,3,6691016,12093509975.50256,1653220,28981
uttarakhand,,8079,2019,4,8590151,15233913544.563915,1825409,39058
uttarakhand,,8080,2020,1,9726841,16698596159.683369,2023901,48320
uttarakhand,,8081,2020,2,9154035,15661272266.921104,2234769,52918
uttarakhand,,8082,2020,3,12900421,23631778724.122528,2456247,65658
uttarakhand,,8083,2020,4,18918942,33134968485.444317,2685323,85892
uttarakhand,,8084,2021,1,21980872,37055782980.02542,2888932,124324
uttarakhand,,8085,2021,2,25376378,41298099649.73271,3083983,148562
uttarakhand,,8086,2021,3,33180604,52164580069.14418,3295762,185660
uttarakhand,,8087,2021,4,36913646,57949052739.9576,3503291,226561
uttarakhand,,8088,2022,1,45265588,69248100029.00323,3709608,269957
uttarakhand,,8089,2022,2,60660502,88219812501.76044,3904801,302643
uttarakhand,,8090,2022,3,68009292,92527276762.59744,4107474,329037
uttarakhand,,8091,2022,4,75301900,102012862486.52225,4296902,351700
uttarakhand,,8092,2023,1,80316638,106914144085.76015,4480029,354593
uttarakhand,,8093,2023,2,104119321,133676491393.38852,4650851,367202
uttarakhand,,8094,2023,3,106784950,128515385224.72354,4823928,379354
uttarakhand,,8095,2023,4,119107620,148205383109.23837,4999454,391364
uttarakhand,,8096,2024,1,123880004,150315536371.2102,5206546,403865
uttarakhand,,8097,2024,2,159360860,180260957246.1923,5419938,417986
uttarakhand,,8098,2024,3,159497485,173415603155.37198,5624430,430448
uttarakhand,,8099,2024,4,171212380,194796895719.51297,5801849,441710
uttarakhand,,8100,2025,1,175355250,193302070369.7801,5979871,450722
uttarakhand,,8101,2025,2,202578174,215937765623.93585,6152816,459615
uttarakhand,,8102,2025,3,197711630,198250402920.4244,6335256,468380
uttarakhand,,8103,2025,4,203745180,220079294173.82812,6515385,477700
uttarakhand,,8104,2026,1,204739014,217602962797.85297,6690656,484584
uttarakhand,,8105,2026,2,247026782,255234602776.51517,6755122,493992
west bengal,,8072,2018,1,10151521,7623652076.70104,2576622,29
west bengal,,8073,2018,2,16783697,14426440347.675003,3795442,153
west bengal,,8074,2018,3,54031451,38668036734.002266,4790914,387
west bengal,,8075,2018,4,33555072,33751269225.912643,6251947,2273
west bengal,,8076,2019,1,43101342,42921381534.937065,7438601,160231
west bengal,,8077,2019,2,44580900,54718845209.54506,8602074,408272
west bengal,,8078,2019,3,60043951,66423789032.74228,9692554,557605
west bengal,,8079,2019,4,90948911,82930838430.99612,10931174,667857
west bengal,,8080,2020,1,63993554,91566525988.34715,12052575,775932
west bengal,,8081,2020,2,58763095,99278377224.57706,13339774,813620
west bengal,,8082,2020,3,78767654,147424950291.97803,14612656,922488
west bengal,,8083,2020,4,101265149,194248152966.42114,15870777,1136123
west bengal,,8084,2021,1,115001959,231129225939.18713,16981214,1344929
west bengal,,8085,2021,2,138748743,266671675321.52402,18090085,1467960
west bengal,,8086,2021,3,175901327,344476718379.314,19374188,1640034
west bengal,,8087,2021,4,189761882,385851696670.8897,20723757,1841977
west bengal,,8088,2022,1,244077613,512176281443.31213,21954680,2052296
west bengal,,8089,2022,2,298813188,605707035569.897,23181627,2198980
west bengal,,8090,2022,3,364129324,695665215498.2949,24486749,2336122
west bengal,,8091,2022,4,400458936,749746367003.5804,25739668,2460123
west bengal,,8092,2023,1,468933668,898862460705.0684,26980199,2476853
west bengal,,8093,2023,2,557201653,1011853593979.1373,28151830,2540990
west bengal,,8094,2023,3,642154264,1073507229812.2742,29423200,2645684
west bengal,,8095,2023,4,747788359,1253569329663.2058,30766242,2741155
west bengal,,8096,2024,1,843082236,1422966170005.288,32233492,2845547
west bengal,,8097,2024,2,988799648,1545997993108.2922,33696097,2941809
west bengal,,8098,2024,3,1091000362,1608053446947.104,35120561,3036684
west bengal,,8099,2024,4,1230402184,1810747542010.678,36468735,3131480
west bengal,,8100,2025,1,1304050364,1913847338922.7925,37781664,3221457
west bengal,,8101,2025,2,1410547289,1934976510103.9966,39021346,3307755
west bengal,,8102,2025,3,1534941462,1981771949298.0732,40328474,3397402
west bengal,,8103,2025,4,1595670079,2082769866475.0676,41514118,3501166
west bengal,,8104,2026,1,1691843395,2280769839448.3564,42771072,3567960
west bengal,,8105,2026,2,1782353009,2211838113700.3,43272502,3631496
